defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,year
10302,83,Cosmetic,2022-09-15,Surface,Critical,Manual Testing,444.1,2024
10303,35,Functional,2022-09-15,Internal,Critical,Automated Testing,790.76,2024
10304,51,Functional,2022-09-15,Component,Critical,Manual Testing,989.81,2024
10305,31,Functional,2022-09-15,Component,Moderate,Manual Testing,156.46,2024
10306,38,Structural,2022-09-15,Internal,Minor,Manual Testing,651.35,2024
10307,69,Functional,2022-09-16,Surface,Critical,Automated Testing,744.8,2024
10308,56,Functional,2022-09-16,Component,Moderate,Visual Inspection,409.72,2024
10309,86,Functional,2022-09-16,Component,Minor,Visual Inspection,957.36,2024
10310,81,Structural,2022-09-16,Internal,Moderate,Manual Testing,557.11,2024
10311,53,Functional,2022-09-16,Surface,Critical,Manual Testing,415.84,2024
10312,44,Structural,2022-09-16,Internal,Minor,Automated Testing,630.5,2024
10313,7,Structural,2022-09-16,Component,Critical,Automated Testing,477.58,2024
10314,22,Functional,2022-09-17,Component,Minor,Manual Testing,781.35,2024
10315,13,Functional,2022-09-17,Internal,Critical,Automated Testing,769.34,2024
10316,24,Functional,2022-09-17,Component,Minor,Automated Testing,285.85,2024
10317,70,Structural,2022-09-17,Component,Minor,Visual Inspection,610.26,2024
10318,81,Structural,2022-09-17,Internal,Minor,Manual Testing,895.96,2024
10319,31,Structural,2022-09-18,Surface,Minor,Automated Testing,189.23,2024
10320,21,Structural,2022-09-18,Component,Critical,Manual Testing,540.92,2024
10321,68,Structural,2022-09-18,Surface,Moderate,Manual Testing,576.57,2024
10322,64,Structural,2022-09-18,Internal,Minor,Manual Testing,436.79,2024
10323,14,Cosmetic,2022-09-18,Surface,Critical,Visual Inspection,241.61,2024
10324,8,Structural,2022-09-18,Internal,Moderate,Visual Inspection,410.72,2024
10325,95,Functional,2022-09-18,Component,Critical,Visual Inspection,525.07,2024
10326,9,Cosmetic,2022-09-18,Component,Moderate,Visual Inspection,611.8,2024
10327,96,Functional,2022-09-18,Internal,Minor,Manual Testing,446.61,2024
10328,77,Cosmetic,2022-09-19,Internal,Minor,Automated Testing,38.39,2024
10329,61,Functional,2022-09-19,Component,Critical,Manual Testing,937.41,2024
10330,32,Cosmetic,2022-09-19,Internal,Moderate,Manual Testing,451.58,2024
10331,36,Structural,2022-09-19,Internal,Critical,Automated Testing,390.43,2024
10332,20,Structural,2022-09-19,Surface,Moderate,Visual Inspection,263.76,2024
10333,62,Functional,2022-09-19,Surface,Minor,Automated Testing,433.75,2024
10334,60,Cosmetic,2022-09-19,Surface,Moderate,Automated Testing,194.44,2024
10335,62,Functional,2022-09-19,Surface,Minor,Automated Testing,433.75,2024
10336,80,Functional,2022-09-19,Component,Moderate,Visual Inspection,294.31,2024
10337,31,Structural,2022-09-19,Surface,Critical,Manual Testing,950.2,2024
10338,30,Functional,2022-09-19,Surface,Minor,Visual Inspection,104.54,2024
10339,8,Functional,2022-09-19,Surface,Minor,Visual Inspection,673.85,2024
10340,97,Structural,2022-09-19,Internal,Moderate,Manual Testing,94.7,2024
10341,60,Structural,2022-09-20,Surface,Critical,Automated Testing,743.44,2024
10342,87,Cosmetic,2022-09-20,Surface,Minor,Manual Testing,301.61,2024
10343,50,Cosmetic,2022-09-20,Component,Moderate,Automated Testing,438.29,2024
10344,53,Cosmetic,2022-09-20,Component,Critical,Automated Testing,916.49,2024
10345,6,Functional,2022-09-20,Component,Critical,Visual Inspection,32.9,2024
10346,8,Functional,2022-09-20,Internal,Minor,Automated Testing,997.03,2024
10347,43,Functional,2022-09-21,Surface,Critical,Manual Testing,962.48,2024
10348,30,Functional,2022-09-21,Surface,Minor,Manual Testing,113.95,2024
10349,36,Structural,2022-09-21,Component,Moderate,Automated Testing,75.93,2024
10350,81,Structural,2022-09-21,Surface,Minor,Automated Testing,471.55,2024
10351,82,Cosmetic,2022-09-22,Internal,Critical,Visual Inspection,572.74,2024
10352,96,Cosmetic,2022-09-22,Component,Minor,Automated Testing,19.23,2024
10353,30,Functional,2022-09-22,Internal,Critical,Automated Testing,900.37,2024
10354,18,Cosmetic,2022-09-22,Component,Minor,Automated Testing,34.48,2024
10355,57,Cosmetic,2022-09-22,Surface,Critical,Visual Inspection,764.59,2024
10356,80,Functional,2022-09-22,Component,Critical,Manual Testing,641.58,2024
10357,97,Cosmetic,2022-09-23,Surface,Minor,Manual Testing,326.19,2024
10358,56,Cosmetic,2022-09-23,Internal,Critical,Visual Inspection,638.8,2024
10359,66,Cosmetic,2022-09-23,Surface,Moderate,Visual Inspection,108.7,2024
10360,61,Structural,2022-09-23,Internal,Critical,Visual Inspection,539.5,2024
10361,92,Structural,2022-09-23,Component,Minor,Manual Testing,200.11,2024
10362,14,Cosmetic,2022-09-24,Internal,Minor,Visual Inspection,953.54,2024
10363,2,Functional,2022-09-24,Internal,Moderate,Visual Inspection,479.56,2024
10364,72,Cosmetic,2022-09-24,Surface,Moderate,Visual Inspection,534.33,2024
10365,90,Cosmetic,2022-09-25,Component,Minor,Visual Inspection,833.94,2024
10366,43,Functional,2022-09-25,Component,Critical,Visual Inspection,509.97,2024
10367,53,Functional,2022-09-25,Surface,Critical,Manual Testing,415.84,2024
10368,23,Functional,2022-09-25,Component,Moderate,Automated Testing,944.07,2024
10369,1,Cosmetic,2022-09-25,Component,Critical,Automated Testing,940.9,2024
10370,58,Structural,2022-09-25,Internal,Moderate,Visual Inspection,492.22,2024
10371,74,Structural,2022-09-25,Surface,Critical,Manual Testing,319.6,2024
10372,86,Structural,2022-09-25,Component,Minor,Manual Testing,485.02,2024
10373,90,Structural,2022-09-25,Surface,Minor,Manual Testing,290.23,2024
10374,75,Cosmetic,2022-09-25,Component,Minor,Visual Inspection,419.58,2024
10375,15,Functional,2022-09-26,Component,Moderate,Visual Inspection,487.41,2024
10376,12,Structural,2022-09-26,Internal,Minor,Visual Inspection,201.79,2024
10377,38,Cosmetic,2022-09-27,Internal,Minor,Automated Testing,339.94,2024
10378,87,Functional,2022-09-27,Surface,Minor,Visual Inspection,395.1,2024
10379,72,Cosmetic,2022-09-27,Internal,Moderate,Manual Testing,554.98,2024
10380,39,Functional,2022-09-27,Component,Critical,Visual Inspection,214.33,2024
10381,61,Functional,2022-09-27,Component,Critical,Manual Testing,937.41,2024
10382,66,Cosmetic,2022-09-27,Internal,Critical,Automated Testing,748.29,2024
10383,96,Cosmetic,2022-09-27,Surface,Moderate,Automated Testing,485.27,2024
10384,66,Structural,2022-09-27,Surface,Critical,Manual Testing,310.8,2024
10385,3,Functional,2022-09-28,Surface,Moderate,Manual Testing,400.79,2024
10386,33,Structural,2022-09-28,Component,Moderate,Automated Testing,978.58,2024
10387,74,Structural,2022-09-28,Component,Critical,Automated Testing,270.97,2024
10388,72,Structural,2022-09-28,Surface,Minor,Automated Testing,212.86,2024
10389,75,Cosmetic,2022-09-28,Internal,Minor,Manual Testing,843.66,2024
10390,11,Cosmetic,2022-10-01,Component,Moderate,Automated Testing,758.91,2024
10391,10,Structural,2022-10-01,Surface,Critical,Manual Testing,342.61,2024
10392,20,Structural,2022-10-01,Internal,Minor,Visual Inspection,608.64,2024
10393,23,Structural,2022-10-01,Surface,Critical,Automated Testing,534.79,2024
10394,41,Cosmetic,2022-10-01,Surface,Minor,Manual Testing,894.66,2024
10395,56,Structural,2022-10-02,Surface,Critical,Automated Testing,829.49,2024
10396,43,Functional,2022-10-02,Surface,Moderate,Manual Testing,443.75,2024
10397,25,Functional,2022-10-02,Component,Minor,Automated Testing,146.53,2024
10398,39,Structural,2022-10-02,Internal,Minor,Manual Testing,899.45,2024
10399,7,Structural,2022-10-02,Component,Minor,Visual Inspection,289.27,2024
10400,43,Functional,2022-10-02,Internal,Critical,Visual Inspection,546.42,2024
10401,80,Functional,2022-10-02,Component,Critical,Manual Testing,641.58,2024
10402,69,Structural,2022-10-02,Surface,Critical,Visual Inspection,712.98,2024
10403,85,Cosmetic,2022-10-03,Internal,Minor,Automated Testing,18.42,2024
10404,1,Cosmetic,2022-10-03,Component,Critical,Automated Testing,940.9,2024
10405,86,Structural,2022-10-04,Component,Minor,Manual Testing,485.02,2024
10406,20,Structural,2022-10-04,Surface,Critical,Automated Testing,776.91,2024
10407,46,Structural,2022-10-04,Surface,Minor,Visual Inspection,922.52,2024
10408,28,Cosmetic,2022-10-04,Internal,Minor,Visual Inspection,679.88,2024
10409,56,Functional,2022-10-04,Internal,Minor,Manual Testing,595.9,2024
10410,86,Structural,2022-10-04,Internal,Moderate,Visual Inspection,88.05,2024
10411,54,Cosmetic,2022-10-04,Surface,Minor,Automated Testing,947.21,2024
10412,99,Cosmetic,2022-10-04,Surface,Moderate,Automated Testing,950.97,2024
10413,65,Cosmetic,2022-10-04,Component,Critical,Manual Testing,895.77,2024
10414,82,Cosmetic,2022-10-04,Component,Minor,Automated Testing,752.8,2024
10415,27,Functional,2022-10-05,Internal,Critical,Automated Testing,495.53,2024
10416,80,Cosmetic,2022-10-05,Component,Moderate,Automated Testing,346.73,2024
10417,78,Structural,2022-10-05,Surface,Critical,Visual Inspection,608.46,2024
10418,59,Cosmetic,2022-10-05,Internal,Critical,Automated Testing,15.96,2024
10419,9,Functional,2022-10-06,Internal,Moderate,Manual Testing,666.31,2024
10420,57,Structural,2022-10-06,Internal,Critical,Manual Testing,129.15,2024
10421,24,Cosmetic,2022-10-06,Surface,Critical,Visual Inspection,786.6,2024
10422,87,Functional,2022-10-06,Internal,Minor,Automated Testing,46.43,2024
10423,20,Structural,2022-10-06,Surface,Moderate,Visual Inspection,263.76,2024
10424,43,Functional,2022-10-06,Internal,Critical,Visual Inspection,907.98,2024
10425,65,Functional,2022-10-06,Component,Minor,Automated Testing,386.17,2024
10426,64,Structural,2022-10-06,Surface,Moderate,Automated Testing,81.33,2024
10427,19,Structural,2022-10-07,Internal,Minor,Visual Inspection,503.24,2024
10428,40,Functional,2022-10-07,Internal,Minor,Automated Testing,49.2,2024
10429,5,Functional,2022-10-07,Surface,Critical,Visual Inspection,225.51,2024
10430,53,Cosmetic,2022-10-07,Component,Critical,Automated Testing,916.49,2024
10431,91,Cosmetic,2022-10-07,Internal,Minor,Visual Inspection,409.99,2024
10432,67,Functional,2022-10-07,Surface,Minor,Visual Inspection,831.43,2024
10433,72,Functional,2022-10-07,Component,Moderate,Automated Testing,386.43,2024
10434,51,Functional,2022-10-08,Internal,Moderate,Automated Testing,107.7,2024
10435,100,Functional,2022-10-08,Surface,Moderate,Manual Testing,617.36,2024
10436,64,Functional,2022-10-08,Component,Moderate,Automated Testing,623.52,2024
10437,23,Functional,2022-10-08,Surface,Moderate,Manual Testing,602.51,2024
10438,17,Cosmetic,2022-10-08,Internal,Minor,Manual Testing,73.0,2024
10439,25,Cosmetic,2022-10-08,Component,Critical,Automated Testing,45.26,2024
10440,43,Functional,2022-10-08,Internal,Critical,Visual Inspection,907.98,2024
10441,78,Structural,2022-10-08,Surface,Critical,Visual Inspection,608.46,2024
10442,93,Structural,2022-10-08,Internal,Minor,Visual Inspection,96.04,2024
10443,22,Functional,2022-10-09,Component,Minor,Manual Testing,781.35,2024
10444,17,Functional,2022-10-09,Internal,Minor,Visual Inspection,865.96,2024
10445,69,Functional,2022-10-09,Surface,Critical,Automated Testing,744.8,2024
10446,75,Cosmetic,2022-10-09,Surface,Moderate,Automated Testing,380.52,2024
10447,44,Cosmetic,2022-10-09,Surface,Minor,Visual Inspection,74.81,2024
10448,87,Functional,2022-10-09,Internal,Critical,Visual Inspection,787.42,2024
10449,63,Structural,2022-10-09,Surface,Critical,Automated Testing,17.89,2024
10450,7,Functional,2022-10-09,Internal,Minor,Visual Inspection,889.4,2024
10451,56,Structural,2022-10-09,Surface,Critical,Automated Testing,829.49,2024
10452,76,Structural,2022-10-09,Component,Moderate,Automated Testing,56.35,2024
10453,62,Cosmetic,2022-10-09,Surface,Moderate,Visual Inspection,545.72,2024
10454,90,Functional,2022-10-10,Surface,Moderate,Manual Testing,15.1,2024
10455,84,Functional,2022-10-10,Surface,Critical,Manual Testing,510.38,2024
10456,61,Functional,2022-10-10,Internal,Critical,Visual Inspection,268.08,2024
10457,84,Cosmetic,2022-10-11,Internal,Critical,Automated Testing,783.88,2024
10458,90,Structural,2022-10-11,Internal,Moderate,Manual Testing,65.56,2024
10459,71,Functional,2022-10-11,Surface,Minor,Visual Inspection,355.85,2024
10460,77,Functional,2022-10-11,Surface,Moderate,Automated Testing,213.48,2024
10461,77,Functional,2022-10-12,Surface,Minor,Automated Testing,906.96,2024
10462,77,Cosmetic,2022-10-12,Internal,Critical,Automated Testing,262.6,2024
10463,77,Cosmetic,2022-10-12,Internal,Critical,Automated Testing,262.6,2024
10464,17,Functional,2022-10-12,Component,Minor,Manual Testing,729.55,2024
10465,84,Cosmetic,2022-10-13,Internal,Critical,Automated Testing,783.88,2024
10466,15,Structural,2022-10-13,Component,Minor,Visual Inspection,245.47,2024
10467,33,Functional,2022-10-13,Surface,Minor,Automated Testing,168.3,2024
10468,22,Functional,2022-10-13,Surface,Critical,Manual Testing,929.05,2024
10469,23,Structural,2022-10-13,Surface,Moderate,Automated Testing,704.06,2024
10470,70,Structural,2022-10-13,Component,Minor,Manual Testing,368.94,2024
10471,18,Cosmetic,2022-10-14,Surface,Critical,Manual Testing,205.83,2024
10472,56,Functional,2022-10-14,Internal,Minor,Manual Testing,595.9,2024
10473,94,Functional,2022-10-14,Surface,Minor,Automated Testing,451.46,2024
10474,76,Structural,2022-10-14,Component,Moderate,Automated Testing,56.35,2024
10475,99,Structural,2022-10-14,Surface,Minor,Visual Inspection,717.21,2024
10476,60,Cosmetic,2022-10-14,Surface,Moderate,Automated Testing,194.44,2024
10477,63,Functional,2022-10-14,Internal,Minor,Visual Inspection,152.08,2024
10478,36,Cosmetic,2022-10-14,Component,Moderate,Manual Testing,465.92,2024
10479,45,Structural,2022-10-15,Component,Minor,Automated Testing,838.89,2024
10480,56,Functional,2022-10-15,Internal,Minor,Visual Inspection,557.67,2024
10481,6,Cosmetic,2022-10-15,Internal,Moderate,Visual Inspection,739.33,2024
10482,26,Cosmetic,2022-10-15,Internal,Critical,Manual Testing,647.11,2024
10483,69,Functional,2022-10-15,Internal,Critical,Automated Testing,793.3,2024
10484,6,Structural,2022-10-15,Surface,Critical,Visual Inspection,62.68,2024
10485,67,Cosmetic,2022-10-15,Surface,Minor,Automated Testing,998.27,2024
10486,50,Structural,2022-10-15,Surface,Minor,Manual Testing,223.73,2024
10487,93,Structural,2022-10-15,Component,Minor,Manual Testing,395.02,2024
10488,34,Structural,2022-10-16,Internal,Minor,Manual Testing,221.25,2024
10489,93,Structural,2022-10-16,Component,Minor,Visual Inspection,624.75,2024
10490,97,Structural,2022-10-16,Internal,Moderate,Manual Testing,94.7,2024
10491,75,Functional,2022-10-16,Surface,Minor,Automated Testing,669.62,2024
10492,37,Structural,2022-10-16,Surface,Minor,Automated Testing,20.93,2024
10493,37,Structural,2022-10-16,Internal,Moderate,Manual Testing,939.94,2024
10494,43,Functional,2022-10-16,Surface,Moderate,Manual Testing,443.75,2024
10495,66,Cosmetic,2022-10-16,Internal,Critical,Automated Testing,748.29,2024
10496,76,Functional,2022-10-16,Surface,Moderate,Automated Testing,712.12,2024
10497,21,Functional,2022-10-16,Internal,Moderate,Visual Inspection,584.9,2024
10498,33,Cosmetic,2022-10-17,Internal,Minor,Automated Testing,967.35,2024
10499,97,Cosmetic,2022-10-17,Internal,Critical,Automated Testing,236.47,2024
10500,41,Structural,2022-10-17,Surface,Minor,Visual Inspection,180.86,2024
10501,39,Structural,2022-10-17,Internal,Minor,Manual Testing,899.45,2024
10502,30,Functional,2022-10-17,Surface,Minor,Manual Testing,113.95,2024
10503,59,Cosmetic,2022-10-17,Internal,Critical,Automated Testing,15.96,2024
10504,23,Functional,2022-10-17,Component,Moderate,Automated Testing,944.07,2024
10505,26,Structural,2022-10-17,Component,Minor,Visual Inspection,564.82,2024
10506,72,Functional,2022-10-17,Component,Minor,Visual Inspection,151.62,2024
10507,97,Structural,2022-10-17,Component,Moderate,Automated Testing,773.47,2024
10508,1,Structural,2022-10-17,Surface,Critical,Automated Testing,564.46,2024
10509,2,Functional,2022-10-17,Internal,Moderate,Visual Inspection,479.56,2024
10510,38,Structural,2022-10-18,Surface,Minor,Manual Testing,499.34,2024
10511,86,Cosmetic,2022-10-18,Surface,Critical,Visual Inspection,533.03,2024
10512,35,Functional,2022-10-18,Internal,Moderate,Visual Inspection,39.01,2024
10513,88,Cosmetic,2022-10-18,Internal,Minor,Automated Testing,890.34,2024
10514,44,Cosmetic,2022-10-18,Surface,Moderate,Visual Inspection,333.92,2024
10515,28,Functional,2022-10-18,Component,Minor,Manual Testing,222.11,2024
10516,66,Cosmetic,2022-10-19,Internal,Critical,Automated Testing,748.29,2024
10517,41,Structural,2022-10-19,Component,Critical,Automated Testing,571.65,2024
10518,79,Cosmetic,2022-10-19,Component,Moderate,Visual Inspection,807.32,2024
10519,83,Cosmetic,2022-10-19,Surface,Critical,Manual Testing,444.1,2024
10520,31,Cosmetic,2022-10-19,Surface,Critical,Manual Testing,485.93,2024
10521,51,Structural,2022-10-20,Surface,Minor,Visual Inspection,797.39,2024
10522,92,Structural,2022-10-20,Surface,Minor,Visual Inspection,411.9,2024
10523,62,Structural,2022-10-20,Surface,Minor,Automated Testing,132.83,2024
10524,83,Cosmetic,2022-10-20,Internal,Moderate,Automated Testing,150.16,2024
10525,48,Cosmetic,2022-10-20,Internal,Moderate,Visual Inspection,67.49,2024
10526,100,Functional,2022-10-20,Surface,Minor,Manual Testing,431.46,2024
10527,92,Cosmetic,2022-10-21,Internal,Moderate,Visual Inspection,590.85,2024
10528,22,Functional,2022-10-21,Component,Minor,Manual Testing,781.35,2024
10529,35,Cosmetic,2022-10-21,Component,Critical,Visual Inspection,889.52,2024
10530,54,Functional,2022-10-21,Internal,Moderate,Visual Inspection,310.35,2024
10531,43,Cosmetic,2022-10-21,Component,Moderate,Visual Inspection,523.02,2024
10532,3,Functional,2022-10-21,Component,Moderate,Automated Testing,626.35,2024
10533,44,Structural,2022-10-22,Surface,Minor,Visual Inspection,182.54,2024
10534,81,Functional,2022-10-22,Component,Critical,Automated Testing,197.87,2024
10535,70,Structural,2022-10-22,Component,Moderate,Automated Testing,947.83,2024
10536,36,Cosmetic,2022-10-22,Internal,Critical,Visual Inspection,194.79,2024
10537,45,Structural,2022-10-22,Internal,Minor,Visual Inspection,375.28,2024
10538,12,Functional,2022-10-22,Internal,Critical,Manual Testing,27.24,2024
10539,34,Functional,2022-10-22,Component,Minor,Visual Inspection,105.27,2024
10540,6,Cosmetic,2022-10-22,Internal,Moderate,Visual Inspection,739.33,2024
10541,92,Cosmetic,2022-10-22,Internal,Moderate,Automated Testing,895.38,2024
10542,33,Structural,2022-10-23,Surface,Moderate,Automated Testing,349.23,2024
10543,64,Functional,2022-10-23,Surface,Minor,Automated Testing,215.01,2024
10544,79,Cosmetic,2022-10-23,Internal,Moderate,Manual Testing,827.64,2024
10545,91,Cosmetic,2022-10-23,Internal,Moderate,Automated Testing,73.46,2024
10546,55,Functional,2022-10-23,Surface,Critical,Manual Testing,753.6,2024
10547,37,Cosmetic,2022-10-23,Component,Moderate,Manual Testing,840.24,2024
10548,95,Functional,2022-10-23,Internal,Minor,Visual Inspection,571.02,2024
10549,46,Structural,2022-10-24,Surface,Minor,Visual Inspection,922.52,2024
10550,41,Functional,2022-10-24,Surface,Moderate,Visual Inspection,27.9,2024
10551,32,Cosmetic,2022-10-24,Internal,Moderate,Manual Testing,451.58,2024
10552,21,Structural,2022-10-24,Component,Critical,Manual Testing,540.92,2024
10553,43,Functional,2022-10-24,Component,Critical,Visual Inspection,509.97,2024
10554,27,Functional,2022-10-24,Surface,Critical,Visual Inspection,611.37,2024
10555,63,Structural,2022-10-24,Internal,Critical,Visual Inspection,71.91,2024
10556,91,Cosmetic,2022-10-24,Internal,Minor,Visual Inspection,409.99,2024
10557,56,Cosmetic,2022-10-24,Internal,Critical,Visual Inspection,638.8,2024
10558,6,Functional,2022-10-24,Internal,Critical,Visual Inspection,533.14,2024
10559,53,Structural,2022-10-24,Internal,Minor,Visual Inspection,509.35,2024
10560,44,Structural,2022-10-24,Internal,Moderate,Automated Testing,320.62,2024
10561,21,Functional,2022-10-25,Internal,Critical,Visual Inspection,484.08,2024
10562,59,Functional,2022-10-25,Surface,Minor,Automated Testing,478.17,2024
10563,13,Cosmetic,2022-10-25,Internal,Critical,Visual Inspection,280.77,2024
10564,17,Functional,2022-10-25,Surface,Moderate,Visual Inspection,32.62,2024
10565,9,Functional,2022-10-25,Surface,Moderate,Manual Testing,137.41,2024
10566,96,Functional,2022-10-25,Internal,Critical,Manual Testing,117.82,2024
10567,91,Structural,2022-10-25,Internal,Critical,Automated Testing,670.09,2024
10568,96,Cosmetic,2022-10-26,Internal,Minor,Automated Testing,192.28,2024
10569,15,Functional,2022-10-26,Internal,Minor,Visual Inspection,662.35,2024
10570,48,Structural,2022-10-26,Component,Moderate,Visual Inspection,436.9,2024
10571,62,Cosmetic,2022-10-26,Component,Moderate,Visual Inspection,308.37,2024
10572,43,Functional,2022-10-26,Component,Critical,Visual Inspection,509.97,2024
10573,47,Structural,2022-10-26,Internal,Moderate,Manual Testing,117.74,2024
10574,80,Structural,2022-10-26,Internal,Moderate,Manual Testing,904.57,2024
10575,91,Cosmetic,2022-10-26,Surface,Minor,Visual Inspection,18.7,2024
10576,45,Structural,2022-10-27,Surface,Minor,Manual Testing,739.69,2024
10577,41,Cosmetic,2022-10-27,Internal,Moderate,Automated Testing,67.54,2024
10578,67,Functional,2022-10-27,Surface,Moderate,Automated Testing,556.42,2024
10579,42,Structural,2022-10-27,Surface,Minor,Manual Testing,520.21,2024
10580,41,Cosmetic,2022-10-27,Surface,Minor,Manual Testing,894.66,2024
10581,6,Structural,2022-10-27,Surface,Critical,Manual Testing,53.77,2024
10582,33,Structural,2022-10-28,Component,Moderate,Automated Testing,978.58,2024
10583,77,Cosmetic,2022-10-28,Component,Minor,Visual Inspection,970.37,2024
10584,67,Functional,2022-10-28,Surface,Minor,Visual Inspection,831.43,2024
10585,50,Structural,2022-10-28,Surface,Minor,Manual Testing,223.73,2024
10586,54,Cosmetic,2022-10-28,Surface,Minor,Automated Testing,947.21,2024
10587,97,Cosmetic,2022-10-28,Internal,Critical,Automated Testing,236.47,2024
10588,48,Functional,2022-10-28,Component,Critical,Manual Testing,674.23,2024
10589,99,Cosmetic,2022-10-28,Surface,Moderate,Automated Testing,950.97,2024
10590,84,Functional,2022-11-01,Surface,Critical,Manual Testing,510.38,2024
10591,47,Cosmetic,2022-11-01,Component,Minor,Manual Testing,949.72,2024
10592,47,Structural,2022-11-01,Internal,Moderate,Automated Testing,284.7,2024
10593,18,Cosmetic,2022-11-01,Component,Minor,Visual Inspection,309.32,2024
10594,6,Structural,2022-11-01,Component,Moderate,Manual Testing,290.66,2024
10595,53,Cosmetic,2022-11-01,Component,Moderate,Automated Testing,252.11,2024
10596,33,Functional,2022-11-01,Component,Moderate,Visual Inspection,261.19,2024
10597,76,Cosmetic,2022-11-01,Internal,Moderate,Automated Testing,481.7,2024
10598,22,Functional,2022-11-01,Internal,Critical,Manual Testing,996.6,2024
10599,84,Cosmetic,2022-11-01,Surface,Critical,Visual Inspection,77.72,2024
10600,76,Structural,2022-11-02,Component,Moderate,Automated Testing,56.35,2024
10601,25,Structural,2022-11-02,Surface,Moderate,Visual Inspection,734.12,2024
10602,46,Structural,2022-11-02,Surface,Critical,Visual Inspection,160.08,2024
10603,13,Structural,2022-11-02,Internal,Minor,Automated Testing,13.19,2024
10604,91,Structural,2022-11-02,Surface,Moderate,Manual Testing,532.77,2024
10605,77,Functional,2022-11-02,Component,Critical,Visual Inspection,395.56,2024
10606,70,Structural,2022-11-02,Component,Minor,Visual Inspection,610.26,2024
10607,29,Structural,2022-11-02,Internal,Critical,Automated Testing,396.58,2024
10608,29,Functional,2022-11-02,Surface,Minor,Manual Testing,624.22,2024
10609,12,Structural,2022-11-02,Internal,Minor,Visual Inspection,577.64,2024
10610,50,Structural,2022-11-02,Component,Moderate,Manual Testing,699.69,2024
10611,7,Functional,2022-11-03,Component,Moderate,Visual Inspection,705.47,2024
10612,87,Cosmetic,2022-11-03,Surface,Critical,Manual Testing,974.99,2024
10613,30,Functional,2022-11-03,Surface,Critical,Manual Testing,638.28,2024
10614,57,Cosmetic,2022-11-03,Internal,Minor,Visual Inspection,405.89,2024
10615,22,Functional,2022-11-03,Surface,Critical,Manual Testing,929.05,2024
10616,37,Structural,2022-11-03,Internal,Moderate,Manual Testing,939.94,2024
10617,88,Functional,2022-11-03,Component,Moderate,Visual Inspection,834.57,2024
10618,83,Structural,2022-11-03,Surface,Critical,Manual Testing,237.65,2024
10619,74,Functional,2022-11-03,Surface,Minor,Manual Testing,970.98,2024
10620,73,Functional,2022-11-03,Surface,Moderate,Visual Inspection,64.74,2024
10621,76,Structural,2022-11-04,Component,Minor,Visual Inspection,466.92,2024
10622,51,Functional,2022-11-04,Internal,Moderate,Automated Testing,107.7,2024
10623,91,Cosmetic,2022-11-04,Surface,Minor,Visual Inspection,18.7,2024
10624,85,Functional,2022-11-04,Surface,Moderate,Automated Testing,995.47,2024
10625,17,Functional,2022-11-04,Internal,Minor,Visual Inspection,865.96,2024
10626,63,Structural,2022-11-04,Surface,Moderate,Visual Inspection,373.52,2024
10627,15,Cosmetic,2022-11-04,Internal,Minor,Visual Inspection,121.96,2024
10628,83,Structural,2022-11-04,Component,Minor,Visual Inspection,545.23,2024
10629,72,Functional,2022-11-05,Surface,Minor,Manual Testing,19.83,2024
10630,77,Cosmetic,2022-11-05,Internal,Minor,Manual Testing,336.75,2024
10631,51,Cosmetic,2022-11-05,Component,Minor,Automated Testing,142.0,2024
10632,97,Cosmetic,2022-11-05,Surface,Critical,Manual Testing,565.48,2024
10633,68,Structural,2022-11-05,Surface,Moderate,Visual Inspection,700.72,2024
10634,55,Functional,2022-11-05,Internal,Critical,Manual Testing,295.41,2024
10635,51,Functional,2022-11-05,Internal,Minor,Visual Inspection,755.15,2024
10636,41,Cosmetic,2022-11-05,Internal,Moderate,Automated Testing,67.54,2024
10637,80,Structural,2022-11-05,Surface,Minor,Manual Testing,288.31,2024
10638,11,Structural,2022-11-05,Component,Critical,Manual Testing,732.13,2024
10639,54,Functional,2022-11-05,Internal,Critical,Automated Testing,883.58,2024
10640,23,Functional,2022-11-05,Surface,Moderate,Manual Testing,602.51,2024
10641,85,Functional,2022-11-06,Surface,Moderate,Automated Testing,995.47,2024
10642,80,Functional,2022-11-06,Internal,Moderate,Visual Inspection,127.23,2024
10643,90,Structural,2022-11-06,Surface,Minor,Manual Testing,290.23,2024
10644,46,Structural,2022-11-06,Surface,Critical,Visual Inspection,160.08,2024
10645,67,Structural,2022-11-06,Component,Critical,Visual Inspection,536.57,2024
10646,65,Functional,2022-11-06,Component,Minor,Manual Testing,481.11,2024
10647,41,Cosmetic,2022-11-06,Surface,Moderate,Automated Testing,747.18,2024
10648,1,Structural,2022-11-06,Component,Moderate,Automated Testing,856.33,2024
10649,25,Structural,2022-11-06,Internal,Minor,Manual Testing,23.02,2024
10650,8,Cosmetic,2022-11-06,Surface,Critical,Automated Testing,783.36,2024
10651,68,Structural,2022-11-07,Surface,Moderate,Visual Inspection,700.72,2024
10652,37,Cosmetic,2022-11-07,Surface,Critical,Automated Testing,105.91,2024
10653,45,Structural,2022-11-07,Component,Moderate,Manual Testing,369.13,2024
10654,65,Functional,2022-11-07,Component,Minor,Manual Testing,481.11,2024
10655,99,Functional,2022-11-07,Component,Minor,Visual Inspection,249.02,2024
10656,6,Structural,2022-11-07,Internal,Moderate,Manual Testing,999.64,2024
